id,day,month,year,date,location,OSGridRef,latitude,longitude,Nation,comments
5082,24,december,1322,24-12-1322,York,SE6030051700,53.957883,-1.0825156,England,N/A
5083,25,december,1322,25-12-1322,York,SE6030051700,53.957883,-1.0825156,England,N/A
5084,26,december,1322,26-12-1322,York,SE6030051700,53.957883,-1.0825156,England,N/A
5085,27,december,1322,27-12-1322,York,SE6030051700,53.957883,-1.0825156,England,N/A
5086,28,december,1322,28-12-1322,York,SE6030051700,53.957883,-1.0825156,England,N/A
5087,29,december,1322,29-12-1322,York,SE6030051700,53.957883,-1.0825156,England,N/A
5088,30,december,1322,30-12-1322,York,SE6030051700,53.957883,-1.0825156,England,N/A
5089,31,december,1322,31-12-1322,York,SE6030051700,53.957883,-1.0825156,England,N/A
5090,1,january,1323,1-1-1323,North Moreton,SU5605889549,51.602,-1.192,England,Appears as Hathelsay
5091,2,january,1323,2-1-1323,North Moreton,SU5605889549,51.602,-1.192,England,Appears as Hathelsay
5092,3,january,1323,3-1-1323,Newark,SK7987553872,53.076111,-0.809167,England,N/A
5093,4,january,1323,4-1-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5094,6,january,1323,6-1-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5095,7,january,1323,7-1-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5096,8,january,1323,8-1-1323,North Moreton,SU5605889549,51.602,-1.192,England,Appears as Hathelsay
5097,10,january,1323,10-1-1323,Stowpark,SK8576778765,53.298906,-0.71456375,England,N/A
5098,11,january,1323,11-1-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5099,12,january,1323,12-1-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5100,13,january,1323,13-1-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5101,14,january,1323,14-1-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5102,15,january,1323,15-1-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5103,16,january,1323,16-1-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5104,17,january,1323,17-1-1323,Stowpark,SK8576778765,53.298906,-0.71456375,England,N/A
5105,18,january,1323,18-1-1323,Stowpark,SK8576778765,53.298906,-0.71456375,England,N/A
5106,19,january,1323,19-1-1323,Stowpark,SK8576778765,53.298906,-0.71456375,England,N/A
5107,20,january,1323,20-1-1323,Stowpark,SK8576778765,53.298906,-0.71456375,England,N/A
5108,21,january,1323,21-1-1323,Stowpark,SK8576778765,53.298906,-0.71456375,England,N/A
5109,22,january,1323,22-1-1323,Stowpark,SK8576778765,53.298906,-0.71456375,England,N/A
5110,23,january,1323,23-1-1323,Newark,SK7987553872,53.076111,-0.809167,England,N/A
5111,24,january,1323,24-1-1323,Stowpark,SK8576778765,53.298906,-0.71456375,England,N/A
5112,25,january,1323,25-1-1323,Newark,SK7987553872,53.076111,-0.809167,England,N/A
5113,26,january,1323,26-1-1323,Newark,SK7987553872,53.076111,-0.809167,England,N/A
5114,27,january,1323,27-1-1323,Stowpark,SK8576778765,53.298906,-0.71456375,England,N/A
5115,28,january,1323,28-1-1323,Newark,SK7987553872,53.076111,-0.809167,England,N/A
5116,30,january,1323,30-1-1323,Newark,SK7987553872,53.076111,-0.809167,England,N/A
5117,1,february,1323,1-2-1323,Newark,SK7987553872,53.076111,-0.809167,England,N/A
5118,2,february,1323,2-2-1323,Newark,SK7987553872,53.076111,-0.809167,England,N/A
5119,3,february,1323,3-2-1323,Newark,SK7987553872,53.076111,-0.809167,England,N/A
5120,4,february,1323,4-2-1323,Northwell,TL0656025629,51.919,-0.452,England,N/A
5121,5,february,1323,5-2-1323,Welhagh,SK6720066200,53.188656,-0.99574684,England,Appears as Wellebagh
5122,6,february,1323,6-2-1323,Welhagh,SK6720066200,53.188656,-0.99574684,England,Appears as Welhagh
5123,7,february,1323,7-2-1323,Doncaster,SE5758802385,53.515,-1.133,England,N/A
5124,8,february,1323,8-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5125,9,february,1323,9-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5126,10,february,1323,10-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5127,11,february,1323,11-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5128,12,february,1323,12-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5129,13,february,1323,13-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5130,14,february,1323,14-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5131,15,february,1323,15-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5132,16,february,1323,16-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5133,17,february,1323,17-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5134,18,february,1323,18-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5135,19,february,1323,19-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5136,20,february,1323,20-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5137,21,february,1323,21-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5138,22,february,1323,22-2-1323,Newark,SK7987553872,53.076111,-0.809167,England,N/A
5139,23,february,1323,23-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5140,24,february,1323,24-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5141,25,february,1323,25-2-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5142,25,february,1323,25-2-1323,Aberford,SE4334637326,53.8304,-1.3429,England,N/A
5143,26,february,1323,26-2-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5144,27,february,1323,27-2-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5145,28,february,1323,28-2-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5146,29,february,1323,29-2-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5147,1,march,1323,1-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5148,2,march,1323,2-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5149,3,march,1323,3-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5150,4,march,1323,4-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5151,5,march,1323,5-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5152,6,march,1323,6-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5153,7,march,1323,7-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5154,8,march,1323,8-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5155,9,march,1323,9-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5156,10,march,1323,10-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5157,11,march,1323,11-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5158,12,march,1323,12-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5159,13,march,1323,13-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5160,14,march,1323,14-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5161,15,march,1323,15-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5162,16,march,1323,16-3-1323,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
5163,17,march,1323,17-3-1323,Pontefract,SE4553021837,53.691,-1.312,England,N/A
5164,17,march,1323,17-3-1323,Aberford,SE4334637326,53.8304,-1.3429,England,N/A
5165,18,march,1323,18-3-1323,Doncaster,SE5758802385,53.515,-1.133,England,N/A
5166,18,march,1323,18-3-1323,Blyth,NZ3109081399,55.126,-1.514,England,N/A
5167,19,march,1323,19-3-1323,Warsop,SK5687867329,53.2,-1.15,England,N/A
5168,20,march,1323,20-3-1323,Lenton,SK5553039387,52.949,-1.175,England,N/A
5169,21,march,1323,21-3-1323,Lenton,SK5553039387,52.949,-1.175,England,N/A
5170,22,march,1323,22-3-1323,Lenton,SK5553039387,52.949,-1.175,England,N/A
5171,23,march,1323,23-3-1323,Sulby,SP6610080510,52.4186,-1.0295,England,N/A
5172,24,march,1323,24-3-1323,Horton,TQ0129175899,51.473,-0.543,England,N/A
5173,25,march,1323,25-3-1323,Dunstable,TL0188821864,51.88603,-0.52102,England,N/A
5174,26,march,1323,26-3-1323,Langley,TL0657302592,51.711944,-0.458889,England,N/A
5175,27,march,1323,27-3-1323,Langley,TL0657302592,51.711944,-0.458889,England,N/A
5176,28,march,1323,28-3-1323,Langley,TL0657302592,51.711944,-0.458889,England,N/A
5177,30,march,1323,30-3-1323,Langley,TL0657302592,51.711944,-0.458889,England,N/A
5178,1,april,1323,1-4-1323,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
5179,2,april,1323,2-4-1323,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
5180,3,april,1323,3-4-1323,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
5181,4,april,1323,4-4-1323,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
5182,5,april,1323,5-4-1323,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
5183,6,april,1323,6-4-1323,Tower of London,TQ3360080600,51.508544,-0.076289153,England,Appears as Tower
5184,7,april,1323,7-4-1323,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
5185,8,april,1323,8-4-1323,Tower of London,TQ3360080600,51.508544,-0.076289153,England,Appears as Tower
5186,9,april,1323,9-4-1323,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
5187,12,april,1323,12-4-1323,Tower of London,TQ3360080600,51.508544,-0.076289153,England,Appears as Tower
5188,13,april,1323,13-4-1323,Tower of London,TQ3360080600,51.508544,-0.076289153,England,Appears as Tower
5189,14,april,1323,14-4-1323,Tower of London,TQ3360080600,51.508544,-0.076289153,England,Appears as Tower
5190,15,april,1323,15-4-1323,Tower of London,TQ3360080600,51.508544,-0.076289153,England,Appears as Tower
5191,16,april,1323,16-4-1323,Tower of London,TQ3360080600,51.508544,-0.076289153,England,Appears as Tower
5192,17,april,1323,17-4-1323,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
5193,18,april,1323,18-4-1323,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
5194,19,april,1323,19-4-1323,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
5195,20,april,1323,20-4-1323,Langley,TL0657302592,51.711944,-0.458889,England,N/A
5196,21,april,1323,21-4-1323,Langley,TL0657302592,51.711944,-0.458889,England,N/A
5197,22,april,1323,22-4-1323,Langley,TL0657302592,51.711944,-0.458889,England,N/A
5198,23,april,1323,23-4-1323,Langley,TL0657302592,51.711944,-0.458889,England,N/A
5199,24,april,1323,24-4-1323,Langley,TL0657302592,51.711944,-0.458889,England,N/A
5200,25,april,1323,25-4-1323,Newenham,SY2958797746,50.775,-3,England,"Appears as Newenham, near Bedford"
5201,26,april,1323,26-4-1323,Finedon,SP9214072183,52.34,-0.649,England,Appears as Thynden
5202,26,april,1323,26-4-1323,Newenham,SY2958797746,50.775,-3,England,N/A
5203,27,april,1323,27-4-1323,Finedon,SP9214072183,52.34,-0.649,England,Appears as Thyngden
5204,28,april,1323,28-4-1323,Oakham,SK8575208840,52.6705,-0.7333,England,Appears as Ockbam
5205,28,april,1323,28-4-1323,Rockingham,SP8649791185,52.5117,-0.7269,England,N/A
5206,29,april,1323,29-4-1323,Newark,SK7987553872,53.076111,-0.809167,England,N/A
5207,29,april,1323,29-4-1323,Oakham,SK8575208840,52.6705,-0.7333,England,Appears as Ockham
5208,30,april,1323,30-4-1323,Newark,SK7987553872,53.076111,-0.809167,England,N/A
5209,1,may,1323,1-5-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5210,2,may,1323,2-5-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5211,3,may,1323,3-5-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5212,4,may,1323,4-5-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5213,5,may,1323,5-5-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5214,6,may,1323,6-5-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5215,7,may,1323,7-5-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5216,8,may,1323,8-5-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5217,9,may,1323,9-5-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5218,10,may,1323,10-5-1323,North Moreton,SU5605889549,51.602,-1.192,England,Appears as Hathelsay
5219,11,may,1323,11-5-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5220,12,may,1323,12-5-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5221,13,may,1323,13-5-1323,Rothewell,SE3452128141,53.7485,-1.478,England,N/A
5222,15,may,1323,15-5-1323,Rothewell,SE3452128141,53.7485,-1.478,England,N/A
5223,16,may,1323,16-5-1323,Rothewell,SE3452128141,53.7485,-1.478,England,N/A
5224,17,may,1323,17-5-1323,Rothewell,SE3452128141,53.7485,-1.478,England,N/A
5225,18,may,1323,18-5-1323,Rothewell,SE3452128141,53.7485,-1.478,England,N/A
5226,20,may,1323,20-5-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5227,21,may,1323,21-5-1323,Rothewell,SE3452128141,53.7485,-1.478,England,N/A
5228,22,may,1323,22-5-1323,Rothewell,SE3452128141,53.7485,-1.478,England,N/A
5229,23,may,1323,23-5-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5230,23,may,1323,23-5-1323,Tadcaster,SE4860743476,53.8852,-1.262,England,N/A
5231,24,may,1323,24-5-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5232,25,may,1323,25-5-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5233,26,may,1323,26-5-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5234,27,may,1323,27-5-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5235,28,may,1323,28-5-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5236,30,may,1323,30-5-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5237,31,may,1323,31-5-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5238,1,june,1323,1-6-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5239,2,june,1323,2-6-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5240,3,june,1323,3-6-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5241,4,june,1323,4-6-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5242,5,june,1323,5-6-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5243,6,june,1323,6-6-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5244,7,june,1323,7-6-1323,Bishopthorpe,SE5915547328,53.918722,-1.100807,England,Appears as Bishopsthorp
5245,8,june,1323,8-6-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5246,9,june,1323,9-6-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5247,10,june,1323,10-6-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5248,11,june,1323,11-6-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5249,12,june,1323,12-6-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5250,13,june,1323,13-6-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5251,14,june,1323,14-6-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5252,15,june,1323,15-6-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5253,16,june,1323,16-6-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5254,17,june,1323,17-6-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5255,18,june,1323,18-6-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5256,19,june,1323,19-6-1323,North Moreton,SU5605889549,51.602,-1.192,England,Appears as Hathelsay
5257,20,june,1323,20-6-1323,North Moreton,SU5605889549,51.602,-1.192,England,Appears as Hathelsay
5258,21,june,1323,21-6-1323,North Moreton,SU5605889549,51.602,-1.192,England,Appears as Hathelsay
5259,22,june,1323,22-6-1323,North Moreton,SU5605889549,51.602,-1.192,England,Appears as Hathelsay
5260,23,june,1323,23-6-1323,North Moreton,SU5605889549,51.602,-1.192,England,Appears as Hathelsay
5261,24,june,1323,24-6-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5262,25,june,1323,25-6-1323,North Moreton,SU5605889549,51.602,-1.192,England,Appears as Hathelsay
5263,26,june,1323,26-6-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5264,27,june,1323,27-6-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5265,28,june,1323,28-6-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5266,29,june,1323,29-6-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5267,30,june,1323,30-6-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5268,1,july,1323,1-7-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5269,2,july,1323,2-7-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5270,3,july,1323,3-7-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5271,4,july,1323,4-7-1323,York,SE6030051700,53.957883,-1.0825156,England,N/A
5272,6,july,1323,6-7-1323,Kingston upon Hull,TA1006828853,53.744444,-0.3325,England,N/A
5273,6,july,1323,6-7-1323,Faxfleet,SE8636524165,53.706778,-0.693107,England,Appears as Faxflete
5274,7,july,1323,7-7-1323,Faxfleet,SE8636524165,53.706778,-0.693107,England,Appears as Faxflete
5275,8,july,1323,8-7-1323,Faxfleet,SE8636524165,53.706778,-0.693107,England,Appears as Faxflete
5276,9,july,1323,9-7-1323,Faxfleet,SE8636524165,53.706778,-0.693107,England,Appears as Faxflete
5277,10,july,1323,10-7-1323,Faxfleet,SE8636524165,53.706778,-0.693107,England,Appears as Faxflete
5278,11,july,1323,11-7-1323,Faxfleet,SE8636524165,53.706778,-0.693107,England,Appears as Faxflete
5279,12,july,1323,12-7-1323,Brunswick Village,NZ2322872671,55.048,-1.638,England,Appears as Brustwyk
5280,13,july,1323,13-7-1323,Brunswick Village,NZ2322872671,55.048,-1.638,England,Appears as Brustwyk
5281,14,july,1323,14-7-1323,Brunswick Village,NZ2322872671,55.048,-1.638,England,Appears as Brustwyk
5282,15,july,1323,15-7-1323,Brunswick Village,NZ2322872671,55.048,-1.638,England,Appears as Brustwyk
5283,16,july,1323,16-7-1323,Brunswick Village,NZ2322872671,55.048,-1.638,England,Appears as Brustwyk
5284,17,july,1323,17-7-1323,Faxfleet,SE8636524165,53.706778,-0.693107,England,Appears as Faxflete
5285,18,july,1323,18-7-1323,Brunswick Village,NZ2322872671,55.048,-1.638,England,Appears as Brustwyk
5286,19,july,1323,19-7-1323,Brunswick Village,NZ2322872671,55.048,-1.638,England,Appears as Brustwyk
5287,20,july,1323,20-7-1323,Brunswick Village,NZ2322872671,55.048,-1.638,England,Appears as Brustwyk
5288,21,july,1323,21-7-1323,Brunswick Village,NZ2322872671,55.048,-1.638,England,Appears as Brustwyk
5289,22,july,1323,22-7-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5290,23,july,1323,23-7-1323,Faxfleet,SE8636524165,53.706778,-0.693107,England,Appears as Faxflete
5291,24,july,1323,24-7-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5292,25,july,1323,25-7-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5293,26,july,1323,26-7-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5294,27,july,1323,27-7-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5295,28,july,1323,28-7-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5296,29,july,1323,29-7-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5297,30,july,1323,30-7-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5298,31,july,1323,31-7-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5299,1,august,1323,1-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5300,2,august,1323,2-8-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5301,3,august,1323,3-8-1323,East Cowick,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5302,4,august,1323,4-8-1323,Escrick,SE6340742852,53.878,-1.037,England,N/A
5303,5,august,1323,5-8-1323,Escrick,SE6340742852,53.878,-1.037,England,N/A
5304,6,august,1323,6-8-1323,Kirkham,SD4277132093,53.782,-2.87,England,N/A
5305,7,august,1323,7-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5306,8,august,1323,8-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5307,9,august,1323,9-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5308,10,august,1323,10-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5309,11,august,1323,11-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5310,12,august,1323,12-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5311,13,august,1323,13-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5312,14,august,1323,14-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5313,15,august,1323,15-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5314,16,august,1323,16-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5315,17,august,1323,17-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5316,18,august,1323,18-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5317,19,august,1323,19-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5318,20,august,1323,20-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5319,21,august,1323,21-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5320,22,august,1323,22-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5321,22,august,1323,22-8-1323,Egerton,SD7109314460,53.625869,-2.4385464,England,Appears as Eggeton
5322,23,august,1323,23-8-1323,Pickering,SE7986183825,54.2439,-0.776,England,N/A
5323,24,august,1323,24-8-1323,Egerton,SD7109314460,53.625869,-2.4385464,England,Appears as Eggeton
5324,25,august,1323,25-8-1323,Danby,NZ7076408584,54.4677,-0.9097,England,Appears as Daneby
5325,26,august,1323,26-8-1323,Danby,NZ7076408584,54.4677,-0.9097,England,Appears as Daneby
5326,27,august,1323,27-8-1323,Danby,NZ7076408584,54.4677,-0.9097,England,Appears as Daneby
5327,28,august,1323,28-8-1323,Greenhow,SE1122363798,54.07,-1.83,England,N/A
5328,29,august,1323,29-8-1323,Greenhow,SE1122363798,54.07,-1.83,England,N/A
5329,30,august,1323,30-8-1323,Greenhow,SE1122363798,54.07,-1.83,England,N/A
5330,31,august,1323,31-8-1323,Laskill,SE5625090610,54.308,-1.137,England,Appears as Lascales
5331,31,august,1323,31-8-1323,Greenhow,SE1122363798,54.07,-1.83,England,N/A
5332,1,september,1323,1-9-1323,Laskill,SE5625090610,54.308,-1.137,England,Appears as Lascales
5333,1,august,1323,1-8-1323,Greenhow,SE1122363798,54.07,-1.83,England,N/A
5334,2,september,1323,2-9-1323,Greenhow,SE1122363798,54.07,-1.83,England,Appears as Grenhow
5335,4,september,1323,4-9-1323,Darlington,NZ2905414727,54.527,-1.5526,England,N/A
5336,5,september,1323,5-9-1323,Barnards Castle,NZ0527317197,54.55,-1.92,England,N/A
5337,6,september,1323,6-9-1323,Barnards Castle,NZ0527317197,54.55,-1.92,England,N/A
5338,7,september,1323,7-9-1323,Barnards Castle,NZ0527317197,54.55,-1.92,England,N/A
5339,8,september,1323,8-9-1323,Barnards Castle,NZ0527317197,54.55,-1.92,England,N/A
5340,9,september,1323,9-9-1323,Barnards Castle,NZ0527317197,54.55,-1.92,England,N/A
5341,10,september,1323,10-9-1323,Barnards Castle,NZ0527317197,54.55,-1.92,England,N/A
5342,11,september,1323,11-9-1323,Barnards Castle,NZ0527317197,54.55,-1.92,England,N/A
5343,12,september,1323,12-9-1323,Barnards Castle,NZ0527317197,54.55,-1.92,England,N/A
5344,15,september,1323,15-9-1323,Barnards Castle,NZ0527317197,54.55,-1.92,England,N/A
5345,16,september,1323,16-9-1323,Richmond,TQ1814274371,51.456,-0.301,England,N/A
5346,17,september,1323,17-9-1323,Jervaulx,SE1715985730,54.266944,-1.738056,England,Appears as Jerovall
5347,17,september,1323,17-9-1323,Jervaulx,SE1715985730,54.266944,-1.738056,England,Appears as Gervaux
5348,20,september,1323,20-9-1323,Kirkby Malzeard,SE2308874329,54.16425,-1.64789,England,Appears as Kirkby Maleserd
5349,21,september,1323,21-9-1323,Kirkby Malzeard,SE2308874329,54.16425,-1.64789,England,Appears as Kirkby Malsart
5350,22,september,1323,22-9-1323,Kirkby Malzeard,SE2308874329,54.16425,-1.64789,England,Appears as Kirkby Malesart
5351,23,september,1323,23-9-1323,Haverah Park,SE2435754947,53.99,-1.63,England,Appears as Haywra
5352,23,september,1323,23-9-1323,Ramsgill,SE1195071121,54.1358,-1.8186,England,Appears as Rammeogil
5353,24,september,1323,24-9-1323,Beverley,TA0358939898,53.845,-0.427,England,Appears as Beverle in Nidderdale
5354,24,september,1323,24-9-1323,Dacre,SE1921760852,54.043286,-1.70803,England,N/A
5355,25,september,1323,25-9-1323,Haverah Park,SE2435754947,53.99,-1.63,England,Appears as Haywra
5356,26,september,1323,26-9-1323,Haverah Park,SE2435754947,53.99,-1.63,England,Appears as Haywra
5357,27,september,1323,27-9-1323,Skergill,NZ0509910660,54.49125,-1.92279,England,Appears as Skergill
5358,27,september,1323,27-9-1323,Haverah Park,SE2435754947,53.99,-1.63,England,Appears as Haywra
5359,29,september,1323,29-9-1323,Skipton in Craven,SD9902851827,53.962529,-2.016305,England,N/A
5360,30,september,1323,30-9-1323,Skipton in Craven,SD9902851827,53.962529,-2.016305,England,N/A
5361,1,october,1323,1-10-1323,Skipton in Craven,SD9902851827,53.962529,-2.016305,England,N/A
5362,2,october,1323,2-10-1323,Skipton in Craven,SD9902851827,53.962529,-2.016305,England,N/A
